"","nbsp","sing.sp","FRic","qual.FRic","FEve","FDis","RaoQ","Warning","Error"
"5001",5,5,9.66674522635159,0.955199058208669,0.732979409029636,2.8260872870955,8.18324937475011,NA,NA
"5002",6,6,13.4979752966576,0.932568544815341,0.810256579207782,2.41328902343313,6.07794526996245,NA,NA
"5003",7,7,16.2309447652293,0.87112195974294,0.621872000301127,2.1551953758553,6.13666059366547,NA,NA
"5004",7,7,16.2309447652293,0.87112195974294,0.755797839839736,2.46485397348313,6.81716089526587,NA,NA
"5005",7,7,16.2309447652293,0.87112195974294,0.805528564522694,2.57237109608579,7.2244980553239,NA,NA
"5006",7,7,16.2309447652293,0.87112195974294,0.869921584834023,2.83650479020965,8.44578422458562,NA,NA
"5007",5,5,9.66674522635158,0.955199058208669,0.672994941240832,2.37669301503448,6.33191651488959,NA,NA
"5008",5,5,9.66674522635158,0.955199058208669,0.587182232911907,2.4512803464594,6.90843493509771,NA,NA
"5009",5,5,9.66674522635158,0.955199058208669,0.761713210871653,2.92080563916771,8.58061002575946,NA,NA
"5010",6,6,15.229179456076,0.890051608221532,0.567636651127502,2.85056187335101,8.27709393658922,NA,NA
"5011",6,6,13.4979752966576,0.932568544815341,0.751270897305743,2.7887101165783,8.29413070117704,NA,NA
"5012",5,5,10.3995220717909,0.950197539648732,0.861638262065603,2.5535876183574,6.77493875043228,NA,NA
"5013",6,6,13.4979752966576,0.932568544815341,0.738596623529017,2.64046972620342,7.29649971270918,NA,NA
"5014",7,7,15.6284450948154,0.82458623190558,0.883452371016453,2.80815063129783,8.24551292313887,NA,NA
"5015",6,6,13.4979752966576,0.932568544815341,0.926365441996218,2.70130933046957,7.67023304352218,NA,NA
"5016",6,6,13.4979752966576,0.932568544815341,0.76371378388149,2.74423088568641,7.94482034178554,NA,NA
"5017",9,9,21.129278679889,0.797440299033983,0.738882219348947,2.77847265782659,8.90740217473699,NA,NA
"5018",7,7,16.2309447652293,0.87112195974294,0.690288854574788,2.9489281967914,8.96995348909211,NA,NA
"5019",9,9,19.0463074695896,0.797321236218912,0.669220197075876,2.9667490549828,8.99745162694424,NA,NA
"5020",9,9,21.0830484505651,0.840306197851484,0.711409209623226,2.74691172582438,7.75406044325588,NA,NA
"5021",9,9,21.129278679889,0.797440299033983,0.733146230792796,3.06380951696666,9.55910134507267,NA,NA
"5022",9,9,21.129278679889,0.797440299033983,0.711447584388314,3.03132594551218,9.51821346191445,NA,NA
"5023",10,10,22.4900728143495,0.814687181874739,0.823608542062979,2.68985715548212,7.66438062384118,NA,NA
"5024",7,7,15.6284450948154,0.82458623190558,0.683947216337721,2.7711287914953,7.97674725794645,NA,NA
"5025",8,8,16.5122315182293,0.805502548881088,0.811435145134846,2.91534130287537,9.05524896967738,NA,NA
"5026",8,8,18.3382642938215,0.868122529301474,0.776139415134321,2.42626120610941,6.49641182262872,NA,NA
"5027",8,8,18.4921655696369,0.826095630474874,0.860645779829338,2.63627898751146,7.59879110062048,NA,NA
"5028",9,9,19.970982749621,0.794605155650351,0.804764169159549,2.76545065793447,8.25828258275101,NA,NA
"5029",9,9,19.0463074695896,0.797321236218912,0.836432310518097,2.81164542506353,8.4020373345269,NA,NA
"5030",5,5,8.7261355209608,0.986729471860777,0.857674816582127,2.87000058034205,8.43498954890413,NA,NA
"5031",8,8,19.5951585704792,0.852222292657978,0.654233104580282,2.88490018216953,8.42363889890975,NA,NA
"5032",7,7,18.3998778941902,0.906277071976096,0.718124629236646,2.29744847163083,6.60700520851499,NA,NA
"5033",6,6,13.4979752966576,0.932568544815341,0.727672772759032,2.77357271601751,8.23747301220434,NA,NA
"5034",8,8,20.7121077469073,0.855170102310453,0.581474737108714,3.17774818719484,10.1883079012242,NA,NA
"5035",6,6,14.2173038742536,0.930357281320277,0.630827141439546,2.6510242784109,7.66897410794095,NA,NA
"5036",5,5,10.48104940951,0.977770529561553,0.651300873070785,2.61595132189949,7.54622107413554,NA,NA
"5037",6,6,13.4979752966576,0.932568544815341,0.518092217856263,2.76697960852621,7.97406479273602,NA,NA
"5038",7,7,16.2309447652293,0.87112195974294,0.788356147435841,2.82990961879268,8.43762098773833,NA,NA
"5039",7,7,16.2309447652293,0.87112195974294,0.808122537031719,2.49561451689131,6.74398870750687,NA,NA
"5040",8,8,16.5122315182293,0.805502548881088,0.694812189030583,3.00422995588049,9.42065585412087,NA,NA
"5041",8,8,20.7121077469073,0.855170102310453,0.720173838700234,2.65144572273471,8.14180200077339,NA,NA
"5042",6,6,13.1806390219485,0.889544730972178,0.675666610770451,2.18643004570468,5.41365387826268,NA,NA
"5043",7,7,17.6217422415303,0.81590222958665,0.727652255676418,2.25692498008521,5.71603523182047,NA,NA
"5044",6,6,13.1807747410187,0.807152260832371,0.530763459952601,2.42229433532072,6.28202611477666,NA,NA
"5045",6,6,17.2141803077204,0.929673652325251,0.73641906710982,2.56922193239858,7.09255216409636,NA,NA
"5046",7,7,17.6217422415303,0.81590222958665,0.677454977687439,2.59865789830468,7.04752994976303,NA,NA
"5047",7,7,17.6217422415303,0.81590222958665,0.635925148481812,2.55289690890736,6.90950601350618,NA,NA
"5048",7,7,16.8636787316054,0.82639086495946,0.624963668052625,2.90109551289979,8.52853095675961,NA,NA
"5049",7,7,17.6217422415302,0.81590222958665,0.726036223174696,2.65381623109077,7.27963391513395,NA,NA
"5050",5,5,12.8889301872847,0.938743515253983,0.831948551442856,2.37873933866308,6.10309895588649,NA,NA
"5051",5,5,11.78542544827,0.909182079812716,0.557362776727521,2.01233683166311,5.02045738373291,NA,NA
"5052",6,6,17.2141803077204,0.929673652325251,0.817819551323413,2.47990779084768,6.56655447009619,NA,NA
"5053",6,6,17.2141803077204,0.929673652325251,0.853807579868324,2.57174948000201,6.92103773021688,NA,NA
"5054",4,4,6.0563144148899,1,0.795152503825196,2.44207062248678,6.31675766349412,NA,NA
"5055",5,5,11.5400235238876,0.921077283344425,0.836474988869076,2.22271989705968,5.44902471263416,NA,NA
"5056",5,5,11.78542544827,0.909182079812716,0.741175722734508,2.30318913123534,5.84357124291982,NA,NA
"5057",3,3,7.36466593213187,NA,0.581949451510078,2.04965319009467,4.80031369896189,NA,NA
"5058",6,6,12.1818079620204,0.837709293716261,0.767304428607705,2.58014033289762,7.52920234272915,NA,NA
"5059",4,4,8.0544384297632,1,0.53313382390959,2.11117144252601,5.00613705674876,NA,NA
"5060",7,7,19.7891093103201,0.870126500245837,0.757904580814292,2.85566762540045,8.49695078471288,NA,NA
"5061",4,4,6.31321808378281,1,0.72262387870591,1.84343905355817,4.15577977983441,NA,NA
"5062",5,5,10.3995220717909,0.950197539648732,0.748406820482996,2.69056363160012,7.61691735647727,NA,NA
"5063",3,3,7.58918949809603,NA,0.701429665882743,2.19781250778686,5.18132010312928,NA,NA
"5064",5,5,9.69945654342867,0.948447717825497,0.803379361795634,2.74672440681806,7.8157455243834,NA,NA
"5065",3,3,7.58918949809603,NA,0.828430987984247,2.3156209607694,5.46649307685844,NA,NA
