"SiteSubsitePlotYear","SiteSubsitePlot","SR"
"BARROW:BW:BWC13:2017","BARROW:BW:BWC13",14
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:1996","BARROW:BW:BWC14",10
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2000","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2008","BARROW:BW:BWC14",8
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2012","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC14:2017","BARROW:BW:BWC14",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2000","BARROW:BW:BWC15",11
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2008","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2012","BARROW:BW:BWC15",12
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC15:2017","BARROW:BW:BWC15",13
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2000","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2008","BARROW:BW:BWC16",13
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2012","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC16:2017","BARROW:BW:BWC16",12
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2000","BARROW:BW:BWC17",6
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2008","BARROW:BW:BWC17",7
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2012","BARROW:BW:BWC17",8
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC17:2017","BARROW:BW:BWC17",9
"BARROW:BW:BWC18:2000","BARROW:BW:BWC18",5
"BARROW:BW:BWC18:2000","BARROW:BW:BWC18",5
"BARROW:BW:BWC18:2000","BARROW:BW:BWC18",5
"BARROW:BW:BWC18:2000","BARROW:BW:BWC18",5
"BARROW:BW:BWC18:2000","BARROW:BW:BWC18",5
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2008","BARROW:BW:BWC18",8
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2012","BARROW:BW:BWC18",9
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC18:2017","BARROW:BW:BWC18",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:1996","BARROW:BW:BWC19",10
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2000","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2008","BARROW:BW:BWC19",6
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2012","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC19:2017","BARROW:BW:BWC19",8
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:1996","BARROW:BW:BWC20",11
"BARROW:BW:BWC20:2000","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2000","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2000","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2000","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2000","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2008","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2008","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2008","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2008","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2008","BARROW:BW:BWC20",5
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2012","BARROW:BW:BWC20",8
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC20:2017","BARROW:BW:BWC20",12
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2000","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2008","BARROW:BW:BWC21",7
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2012","BARROW:BW:BWC21",8
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC21:2017","BARROW:BW:BWC21",9
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:1996","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2000","BARROW:BW:BWC22",11
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2008","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2012","BARROW:BW:BWC22",14
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC22:2017","BARROW:BW:BWC22",12
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:1996","BARROW:BW:BWC23",14
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2000","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2008","BARROW:BW:BWC23",10
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2012","BARROW:BW:BWC23",12
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
"BARROW:BW:BWC23:2017","BARROW:BW:BWC23",11
