"","nbsp","sing.sp","FRic","qual.FRic","FEve","FDis","RaoQ","Warning","Error"
"6001",2,2,NA,NA,NA,1.31798009511102,2.79585798816568,NA,NA
"6002",2,2,NA,NA,NA,0.126616916741393,0.268595041322315,NA,NA
"6003",3,3,7.6682687128029,NA,0.997269494099746,1.11199345494529,2.53442389783526,NA,NA
"6004",5,5,9.53320599959521,0.942520053373836,0.485895058430327,1.5598792447807,3.7879926126624,NA,NA
"6005",4,4,7.39049170866805,1,0.506929676551288,1.61152465471679,3.68210691338167,NA,NA
"6006",3,3,6.89203233909538,NA,0.668102024779898,1.64114071658163,3.34205675303455,NA,NA
"6007",4,4,6.31901069590886,1,0.330825390189263,1.60764004811425,3.73140469815802,NA,NA
"6008",3,3,5.99355293258959,NA,0.236097749767222,1.43515555849804,3.53289172425398,NA,NA
"6009",2,2,NA,NA,NA,0.512118959111173,1.08636836628512,NA,NA
"6010",2,2,NA,NA,NA,0.838052481406277,1.77777777777778,NA,NA
"6011",4,4,6.31901069590886,1,0.126288948167448,0.699247087826439,1.66423893847786,NA,NA
"6012",5,5,9.5332059995952,0.942520053373836,0.469312769291325,1.85577252050599,4.9760063573106,NA,NA
"6013",7,7,19.6760791934855,0.855942467362337,0.557347416124143,2.59685168428146,7.17362900602589,NA,NA
"6014",3,3,7.66026377472061,NA,0.71192135115258,2.06310376151099,4.44149429429209,NA,NA
"6015",4,4,6.89576645754786,1,0.731966275930291,2.24824269604477,5.61594580202717,NA,NA
"6016",7,7,14.9307507524396,0.933287179180133,0.567994211467212,2.56712694905358,7.40667050595894,NA,NA
"6017",6,6,12.3787962402986,0.940236555359729,0.701723532078485,2.65584870813765,7.55930951812381,NA,NA
"6018",5,5,11.494132300739,0.960281180271333,0.504456143564489,1.89415692752019,4.57599189218736,NA,NA
"6019",5,5,12.274712193428,0.956410459135575,0.429361210000107,2.36829372126994,6.34669443055183,NA,NA
"6020",5,5,12.646313075857,0.924464732865623,0.664777153862854,2.20460629893688,5.45478690374667,NA,NA
