"X","nbsp","sing.sp","FRic","qual.FRic","FEve","FDis","RaoQ","Warning","Error"
2027,6,6,13.1384165859038,0.910596214981473,0.548828746842761,2.62102887253851,7.1572222148613,NA,NA
2028,6,6,12.1896321979803,0.893091147028218,0.833934695151846,2.46276186223542,6.91670211409503,NA,NA
2029,6,6,10.5837341683724,0.96450074022255,0.775216626487574,2.27030545943827,6.02181667462301,NA,NA
2030,5,5,8.75852727805202,0.995816257225205,0.606653620986544,2.11495567785246,5.32249389786949,NA,NA
2031,5,5,8.75852727805201,0.995816257225205,0.620048105805236,2.39936358064528,6.47453780702807,NA,NA
2032,8,8,21.3349124616436,0.838679021559442,0.653771867601089,2.83117371960484,8.14812539450069,NA,NA
2033,12,12,29.4429154974738,0.785330295467633,0.617642548743887,2.39426841039023,6.77096838996625,NA,NA
2034,8,8,20.4925744181534,0.885972528033655,0.439544662564526,1.88783232104186,4.33124391303552,NA,NA
2035,10,10,23.911739921592,0.814366634293715,0.672386279548633,2.56507967381719,7.31048753115736,NA,NA
2036,9,9,21.4079212122859,0.865803206174603,0.608650937676289,2.26406929746855,5.67405219643311,NA,NA
2037,7,7,20.9317622715858,0.931249886732186,0.54973284549377,1.84501658600765,4.31138632733879,NA,NA
2038,9,9,24.4735346672254,0.890154767668436,0.650109829715506,2.53698669741229,7.2212235783873,NA,NA
2039,4,4,7.77281548643964,1,0.607863559292525,1.9610536204967,4.97002844634631,NA,NA
2040,3,3,NA,NA,0.46355257139415,1.71257127172205,3.72522224186352,NA,NA
2041,3,3,NA,NA,0.306759824383696,1.22552012941381,2.70323155695443,NA,NA
2042,3,3,NA,NA,0.558889452336793,1.96265228608181,4.51311278012519,NA,NA
2043,5,5,9.09159019193959,0.98519679627235,0.761019272841753,2.03038347020715,4.6489615905075,NA,NA
2044,5,5,7.98507079429885,0.999925971925118,0.426922629550653,2.10709428104406,4.9755734165996,NA,NA
2045,3,3,NA,NA,0.758873884201597,2.04100477534263,4.56804038949751,NA,NA
2046,3,3,NA,NA,0.529810500033365,1.87150278094468,4.0811425248398,NA,NA
2047,11,11,26.1816407732727,0.782461022767718,0.708690625395276,3.00368041730367,9.54203868134032,NA,NA
2048,11,11,26.8572780649562,0.788413536641291,0.507764840237759,2.46732531281741,7.0257237305,NA,NA
2049,7,7,18.0124045305387,0.89819841635703,0.639726148152654,1.83934848804862,4.35974509837075,NA,NA
2050,8,8,20.3099465654425,0.891281946881205,0.649976923002035,2.33764300666518,6.0473263640546,NA,NA
2051,3,3,NA,NA,0.210627618454398,0.872756036305081,1.93502630036132,NA,NA
2052,4,4,7.77281548643964,1,0.608652495036117,2.27987007159277,6.15356365815912,NA,NA
2053,3,3,NA,NA,0.404957432408914,1.57406050970002,3.71207248215618,NA,NA
2054,3,3,NA,NA,0.37268011240624,1.50341718418646,3.59785112172994,NA,NA
2055,7,7,19.5810893980754,0.882121144181157,0.600819759922342,2.20269239272447,5.51569670137384,NA,NA
2056,10,10,26.3456253463991,0.865974125700695,0.556424718580052,2.56986198500259,7.04839736261298,NA,NA
2057,8,8,20.2355437254836,0.895398619993847,0.504140895577617,2.3651319132017,6.07885661485512,NA,NA
2058,8,8,21.433957343138,0.871819340437054,0.499554995946216,2.30965627530332,5.85858190954848,NA,NA
2059,9,9,26.4934909764957,0.803691492761881,0.562801794944438,2.42796643130803,6.67051419193911,NA,NA
2060,12,12,26.3864909809161,0.783508541049211,0.632515994588241,2.67322229893129,7.73911952118814,NA,NA
2061,6,6,14.1644483456801,0.909925244272577,0.442793451366454,2.32844917852227,5.57632106000275,NA,NA
